,Plant ID,Botanical Name,Common Name,Plant Type,Water Needs,min_water_consumption,max_water_consumption,Climate Zones,Light Needs,Soil Type,Maintenance,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bore water Tolerance,Frost Tolerance,Image Location
430,435.0,Angophora leiocarpa,Apple Gum,Large Tree,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,White,Grey-green,Unknown,Unknown,Unknown,Unknown,Unknown,images/435_angophora_leiocarpa.jpg
431,436.0,Angophora subvelutina,Broad Leaved Apple Gum,Large Tree,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,White,Grey-green,Unknown,Unknown,Unknown,Unknown,Unknown,images/436_ansub.jpg
432,437.0,Angophora woodsiana,Rough Barked Apple Gum,Large Tree,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,White,Grey-green,Unknown,Unknown,Unknown,No,Unknown,images/437_anwoo.jpg
433,438.0,Angraecum 'Veitchii',Darwins Orchid,Orchid,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost",Low,White,Dark green,Yes,Unknown,Unknown,Unknown,Unknown,
434,439.0,Anigozanthus flavidus,Kangaroo Paw,Perennial,300 to 600mm,300.0,600.0,"Dry Subtropical,Desert,Temperate",Sun,"Sand,Loam",Medium,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Light,images/439_anigozanthos_flavidus.jpg
435,440.0,Annona x atemoya,Custard Apple,"Fruit,Tree",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,images/440_annona_x_atemoya.jpg
436,441.0,Annona cherimola,Cherimoya,"Fruit,Tree",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical,Temperate",Sun,Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,
437,442.0,Annona muricata,Soursop,"Fruit,Tree",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,images/442_annona_muricata.jpg
438,443.0,Annona reticulata,Custard Apple,"Fruit,Tree",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,images/443_annona_reticulata.jpg
439,444.0,Annona squamosa,Sugar Apple,"Fruit,Tree",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,images/444_annona_squamosa.jpg
440,445.0,Freesia laxa,Flame Freesia,Bulb,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Low,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
441,446.0,Anthemis tinctoria,Ox Eye Chamomile Daisy,Perennial,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,White,Mid green,Unknown,Unknown,Unknown,Unknown,Light,images/446_anthemis_tinctoria.jpg
442,447.0,Neolamarckia cadamba,Kadamba,Large Tree,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Medium,Yellow,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
443,448.0,Anthurium andreanum,Painter's Palette,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Red,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/448_anthurium_andreanum.jpg
444,449.0,Anthurium antioquiense,Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,pink,Mid green,Unknown,Unknown,Unknown,No,Unknown,
445,450.0,Anthurium bakeri,Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,red,Dark green,Unknown,Unknown,Unknown,No,Unknown,
446,451.0,Anthurium clavigerum,Hooded Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Pink,Mid green,Unknown,Unknown,Unknown,No,Unknown,
447,452.0,Anthurium coriaceum,Birdnest Anthurium,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,Black,Dark green,Unknown,Unknown,Unknown,No,Unknown,images/452_anthurium_coriaceum.jpg
448,453.0,Anthurium crassinervium,Birdnest Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,red,Mid green,Unknown,Unknown,Unknown,No,Unknown,
449,454.0,Anthurium crystallinum,Crystal Leaf Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,red,Dark green and silver,Unknown,Unknown,Unknown,No,Unknown,
450,455.0,Anthurium cubense,Birdnest anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,red,Mid green,Unknown,Unknown,Unknown,No,Unknown,
451,456.0,Anthurium digitatum,Digitate Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,purple,Dark green,Unknown,Unknown,Unknown,No,Unknown,
452,457.0,Anthurium jenkinsoniae,Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,Black,Dark green and bronze,Unknown,Unknown,Unknown,No,Unknown,
453,458.0,Anthurium 'Lady Anne',Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Pink,Mid green,Unknown,Unknown,Unknown,No,Unknown,
454,459.0,Anthurium 'Lady Jane',Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Pink,Mid green,Unknown,Unknown,Unknown,No,Unknown,
455,460.0,Anthurium 'Orange Hot',Orange Hot Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Orange,Mid green,Unknown,Unknown,Unknown,No,Unknown,images/460_anthurium_orange_hot.jpg
456,461.0,Anthurium 'Red Hot',Red Hot Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Red,Mid green,Unknown,Unknown,Unknown,No,Unknown,images/461_anthurium_red_hot.jpg
457,462.0,Anthurium scherzerianum,Flamingo Flower,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Red,Dark green,Unknown,Unknown,Unknown,No,Unknown,
458,463.0,Anthurium 'Small Talk Lavender',Small Talk Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Lavender,Mid green,Unknown,Unknown,Unknown,No,Unknown,
459,464.0,Anthurium 'Small Talk Pink',Small Talk Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Pink,Mid green,Unknown,Unknown,Unknown,No,Unknown,images/464_anthurium_small_talk_pink.jpg
460,465.0,Anthurium 'Small Talk Red',Small Talk Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Red,Mid green,Unknown,Unknown,Unknown,No,Unknown,images/465_anthurium_smal_talk_red.jpg
461,466.0,Anthurium 'Small Talk Salmon',Small Talk Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Red and pink,Mid green,Unknown,Unknown,Unknown,No,Unknown,images/466_anthurium_small_talk_salmon.jpg
462,467.0,Anthurium 'Southern Blush',Anthurium,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,pink,Mid green,Unknown,Unknown,Unknown,No,Unknown,
463,468.0,Anthurium veitchii,Veitch's Anthurium,Perennial,2000 to 2500mm,2000.0,2500.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,White,Mid green,Unknown,Unknown,Unknown,No,Unknown,
464,469.0,Anthurium vittarifolium,Medusa,Perennial,2000 to 2500mm,2000.0,2500.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,pink,Dark green,Unknown,Unknown,Unknown,No,Unknown,
465,470.0,Anthurium watermaliense,Anthurium,Perennial,2000 to 2500mm,2000.0,2500.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,Black,Dark green,Unknown,Unknown,Unknown,No,Unknown,
466,471.0,Antidesma bunius,Bignay,Large Tree,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Low,Insignificant,Dark green,Unknown,Unknown,No,Unknown,Unknown,http://www.anbg.gov.au/photo/apii/name/Antidesma+bunius%25
467,472.0,Antidesma parvifolium,Currant Bush,Shrub,600 to 900mm,600.0,900.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
468,473.0,Antigonon leptopus,Coral Vine,Climber,600 to 900mm,600.0,900.0,"Humid Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam,Clay",High,Pink,Mid green,Unknown,Unknown,No,Unknown,Unknown,images/473_antigonon_leptopus.jpg
469,474.0,Antigonon leptopus 'Albus',White Coral Vine,Climber,600 to 900mm,600.0,900.0,"Humid Tropical,Humid Subtropical,Dry Subtropical",Sun,"Sand,Loam,Clay",High,White,Mid green,Unknown,Unknown,No,Unknown,Unknown,
470,475.0,Antirrhinum majus,Snapdragon,Annual,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Varied,Mid green,Unknown,Unknown,Unknown,Unknown,Light,images/475_antirrhinum_majus.jpg
471,476.0,Aphelandra sinclairiana,Coral Aphelandra,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Orange and pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/476_aphelandra_sinclairiana.jpg
472,477.0,Aphelandra squarrosa 'Louisae',Zebra Plant,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Medium,Yellow,Dark green and silver,Unknown,Unknown,Unknown,Unknown,Unknown,images/477_aphelandra_squarrosa_louisae.jpg
473,478.0,Aphelandra tetragona,Red Aphelandra,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Red,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/478_aphelandra_tetragona.jpg
474,479.0,Aponogeton distachyos,Water Hawthorn,Aquatic,aquatic environment,,,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,White,Dark green,Yes,Unknown,No,Unknown,Unknown,
475,480.0,Apium graveolens var. dulce,Celery,"Annual,Vegetable",2000 to 2500mm,2000.0,2500.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Yellow,Grey-green,Unknown,Unknown,Unknown,Unknown,Unknown,images/480_apium_graveolens.jpg
476,481.0,Aptenia cordifolia,Pink Baby Sunrose,Succulent,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,Pink,Dark green,Unknown,Unknown,No,Unknown,Unknown,images/481_aptenia_cordifolia.jpg
477,482.0,Aptenia cordifolia 'Red',Red Baby Sunrose,Succulent,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,Red,Dark green,Unknown,Unknown,No,Unknown,Unknown,images/482_aptenia_cordifolia_red.jpg
478,483.0,Aptenia cordifolia 'Variegata',Variegated Baby Sunrose,Succulent,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,Pink,Dark green and yellow,Unknown,Unknown,No,Unknown,Unknown,
479,484.0,Aptenia cordifolia 'White',White Baby Sunrose,Succulent,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Low,White,Dark green,Unknown,Unknown,No,Unknown,Unknown,
480,485.0,Aquilegia vulgaris,Granny's Bonnets,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,High,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,Light,
481,486.0,Arachis hypogaea,Peanut,"Annual,Vegetable",900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam",High,Yellow,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,images/486_arachis_hypogaea.jpg
482,487.0,Arachis pintoi,Yellow Peanut Grass,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Low,Yellow,Mid green,Unknown,Unknown,No,Unknown,Unknown,images/487_arachis_pintoi.jpg
483,488.0,Arachis pintoi 'Gold',Peanut Grass,Perennial,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Low,Yellow,Mid green,Unknown,Unknown,No,Unknown,Unknown,
484,489.0,Arachis pintoi 'Orange',Orange Peanut Grass,Perennial,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam",Low,Orange,Mid green,Unknown,Unknown,No,Unknown,Unknown,
485,490.0,Arachnis flos-aeris,Spider Orchid,Orchid,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Open compost,Medium,Yellow,Mid green,Yes,Unknown,Unknown,No,Unknown,
486,491.0,Arachnis 'Maggie Oei',Spider Orchid,Orchid,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Open compost,Medium,Yellow and red,Mid green,Yes,Unknown,Unknown,No,Unknown,
487,492.0,Arachnoides aristata,Prickly Shield Fern,Fern,1400 to 2000mm,1400.0,2000.0,"Humid Subtropical,Temperate","Shade,Semi-shade",Loam,Low,,Dark green,Unknown,Unknown,Unknown,No,Unknown,
488,493.0,Aralia elata,Japanese Angelica Tree,Small Tree,1400 to 2000mm,1400.0,2000.0,Temperate,Semi-shade,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
489,494.0,Araucaria bidwillii,Bunya Pine,Large Tree,600 to 900mm,600.0,900.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Insignificant,Dark green,Unknown,Unknown,No,Unknown,Medium,images/494_araucaria_bidwillii.jpg
490,495.0,Araucaria columnaris,Cook Pine,Large Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/495_araucaria_columnaris.jpg
491,496.0,Araucaria cunninghamii,Hoop Pine,Large Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Light,http://www.anbg.gov.au/photo/apii/name/Araucaria+cunninghamii%25
492,497.0,Araucaria heterophylla,Norfolk Island Pine,Large Tree,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Light,images/497_araucaria_heterophylla.jpg
493,498.0,Arbutus undeo,Irish Strawberry Tree,Small Tree,600 to 900mm,600.0,900.0,"Dry Subtropical,Temperate",Sun,Loam,Low,White,Dark green,Unknown,Unknown,No,Unknown,Heavy,
494,499.0,Archidendron grandiflorum,Lace Flower,Medium Tree,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Medium,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/499_argra.jpg
495,500.0,Archidendron lucyi,Tassel Tree,Small Tree,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Sun,Loam,Low,White,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
496,501.0,Archontophoenix alexandrae,Alexander Palm,Palms and Cycads,900 to 1400mm,900.0,1400.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical","Sun,Semi-shade",Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/501_archontophoenix_alexandrae.jpg
497,502.0,Archontophoenix cunninghamiana,Bangalow Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade",Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/502_arcun.jpg
498,503.0,Archontophoenix maxima,Iron Range Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
499,504.0,Archontophoenix purpurea,Mt Lewis Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
500,505.0,Archontophoenix tuckeri,Tucker's Alex Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
501,506.0,Arctium lappa,Burdock,"Perennial,Vegetable",1400 to 2000mm,1400.0,2000.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Yellow,Dark green,Unknown,Unknown,No,Unknown,Unknown,images/506_arctium_lappa.jpg
502,507.0,Arctotis cvs,African Daisy,Perennial,600 to 900mm,600.0,900.0,"Dry Subtropical,Temperate",Sun,"Sand,Loam",Low,Varied,Grey-green,Unknown,Unknown,Unknown,Unknown,Light,images/507_arctotis_cvs.jpg
503,508.0,Ardisia elliptica,Native Coral Berry,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Pink,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/508_ardisia_elliptica.jpg
504,509.0,Ardisia macrocarpa 'Mystique',Mystique,Shrub,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Shade,Semi-shade",Loam,Low,Pink,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/509_ardisia_macrocarpa_mystique.jpg
505,510.0,Areca catechu,Betel Nut Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,images/510_areca_catechu.jpg
506,511.0,Areca catechu var. alba,White Betel Nut Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
507,512.0,Areca guppyana,Areca Palm,Palms and Cycads,2000 to 2500mm,2000.0,2500.0,Humid Tropical,"Sun,Semi-shade",Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
508,513.0,Areca ipot,Areca Palm,Palms and Cycads,2000 to 2500mm,2000.0,2500.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
509,514.0,Areca macrocalyx,Areca Palm,Palms and Cycads,2000 to 2500mm,2000.0,2500.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Insignificant,Mid green,Unknown,Unknown,Unknown,No,Unknown,
510,515.0,Areca triandra,Catechu Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,No,Unknown,
511,516.0,Areca vestiaria,Red Crown Areca Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,No,Unknown,images/516_areca_vestiaria.jpg
512,517.0,Areca vestiaria 'Red',Red Crown Areca Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Insignificant,Dark green,Unknown,Unknown,Unknown,No,Unknown,
513,518.0,Arenaria verna caespitosa,Irish Moss,Groundcover,900 to 1400mm,900.0,1400.0,Temperate,Sun,"Sand,Loam",Low,White,Dark green,Unknown,Unknown,Unknown,Unknown,Light,
514,519.0,Arenga australasica,Native Sugar Palm,Palms and Cycads,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
515,520.0,Arenga engleri,Dwarf Sugar Palm,Palms and Cycads,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical,Temperate","Shade,Semi-shade",Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
516,521.0,Arenga hookeriana,Hooker's Sugar Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
517,522.0,Arenga saccharifera,Sugar Palm,Palms and Cycads,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Low,Insignificant,Dark green,Unknown,Unknown,No,Unknown,Unknown,
518,523.0,Arenga tremula,Dwarf Sugar Palm,Palms and Cycads,900 to 1400mm,900.0,1400.0,"Humid Tropical,Humid Subtropical,Temperate",Semi-shade,Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
519,524.0,Arenga undulatifolia,Palm,Palms and Cycads,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Low,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/524_arenga_undulatifolia.jpg
520,525.0,Argyreia nervosa,Baby Woodrose,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,Insignificant,Dark green and silver,Unknown,Unknown,Unknown,Unknown,Unknown,images/525_argyreia_nervosa.jpg
521,526.0,Argyranthemum frutescens,Marguerite Daisy,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,White,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,images/526_argyranthemum_frutescens.jpg
522,527.0,Argyranthemum frutescens 'Peachy Cheeks',Peach Marguerite Daisy,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,orange and yellow,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,
523,528.0,Argyranthemum frutescens 'Single Pink',Single Pink Marguerite Daisy,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Pink,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,images/528_argyranthemum_single_pink.jpg
524,529.0,Argyranthemum frutescens 'Single Yellow',Single Yellow Marguerite Daisy,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Pink,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,images/529_argyranthemum_single_yellow.jpg
525,530.0,Argyranthemum frutescens 'Single White',Single White Marguerite Daisy,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,White,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,images/530_argyranthemum_single_white.jpg
526,531.0,Argyranthemum frutescens 'Double Pink',Double Pink Marguerite Daisy,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Pink,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,images/531_argyranthemum_double_pink.jpg
527,532.0,Argyranthemum frutescens 'Double Yellow',Double Yellow Marguerite Daisy,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,images/532_argyranthemum_double_yellow.jpg
528,533.0,Argyranthemum frutescens 'Double White',Double White Marguerite Daisy,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,High,White,Light green,Unknown,Unknown,Unknown,Unknown,Unknown,images/533_argyranthemum_double_white.jpg
529,534.0,Aristea ecklonii,Blue Stars,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Low,Blue,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,images/534_aristea_ecklonii.jpg
530,535.0,Arrabidaea magnifica,Garlic Vine,Climber,600 to 900mm,600.0,900.0,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Temperate","Sun,Semi-shade",Loam,Medium,Purple,Dark green,Unknown,Unknown,Unknown,Unknown,Unknown,
531,536.0,Arracacia xanthorrhiza,Peruvian Carrot,"Perennial,Vegetable",1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,Medium,White,Mid green,Unknown,Unknown,Yes,Unknown,Unknown,
532,537.0,Artabotrys haxapetalus,Climbing Ylang-ylang,Climber,1400 to 2000mm,1400.0,2000.0,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Medium,yellow,Mid green,Yes,Unknown,Unknown,No,Unknown,
533,538.0,Artanema fimbriatum,Koala Bells,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,Light,images/538_arfim.jpg
534,539.0,Artanema fimbriatum 'Snappy Pink',Pink Koala Bells,Perennial,900 to 1400mm,900.0,1400.0,"Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Medium,Blue,Mid green,Unknown,Unknown,Unknown,Unknown,Unknown,
